"date","hits","keyword","geo","time","gprop","category"
"2018-02-01","0","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2018-03-01","0","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2018-04-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2018-05-01","0","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2018-06-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2018-07-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2018-08-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2018-09-01","0","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2018-10-01","0","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2018-11-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2018-12-01","0","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2019-01-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2019-02-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2019-03-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2019-04-01","0","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2019-05-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2019-06-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2019-07-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2019-08-01","0","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2019-09-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2019-10-01","0","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2019-11-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2019-12-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2020-01-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2020-02-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2020-03-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2020-04-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2020-05-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2020-06-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2020-07-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2020-08-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2020-09-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2020-10-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2020-11-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2020-12-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2021-01-01","0","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2021-02-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2021-03-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2021-04-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2021-05-01","0","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2021-06-01","0","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2021-07-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2021-08-01","0","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2021-09-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2021-10-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2021-11-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2021-12-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2022-01-01","0","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2022-02-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2022-03-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2022-04-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2022-05-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2022-06-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2022-07-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2022-08-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2022-09-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2022-10-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2022-11-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2022-12-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2023-01-01","0.5","Fridge","MD-BD","2010-01-01 2023-01-31","web","0"
"2010-01-01","37","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-02-01","69","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-03-01","81","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-04-01","64","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-05-01","72","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-06-01","46","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-07-01","86","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-08-01","28","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-09-01","73","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-10-01","28","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-11-01","51","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-12-01","0","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-01-01","34","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-02-01","42","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-03-01","51","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-04-01","38","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-05-01","45","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-06-01","28","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-07-01","44","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-08-01","36","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-09-01","47","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-10-01","38","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-11-01","38","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-12-01","33","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-01-01","37","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-02-01","46","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-03-01","47","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-04-01","37","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-05-01","52","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-06-01","42","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-07-01","51","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-08-01","47","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-09-01","54","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-10-01","46","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-11-01","48","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-12-01","36","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-01-01","31","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-02-01","46","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-03-01","37","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-04-01","46","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-05-01","49","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-06-01","44","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-07-01","40","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-08-01","30","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-09-01","44","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-10-01","41","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-11-01","41","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-12-01","27","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-01-01","44","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-02-01","40","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-03-01","30","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-04-01","52","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-05-01","50","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-06-01","49","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-07-01","52","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-08-01","49","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-09-01","49","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-10-01","46","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-11-01","38","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-12-01","35","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-01-01","36","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-02-01","39","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-03-01","47","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-04-01","46","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-05-01","49","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-06-01","49","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-07-01","45","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-08-01","43","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-09-01","57","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-10-01","38","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-11-01","42","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-12-01","46","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-01-01","43","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-02-01","47","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-03-01","50","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-04-01","46","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-05-01","51","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-06-01","56","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-07-01","43","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-08-01","48","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-09-01","38","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-10-01","45","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-11-01","37","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-12-01","33","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-01-01","32","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-02-01","47","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-03-01","39","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-04-01","49","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-05-01","45","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-06-01","49","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-07-01","47","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-08-01","45","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-09-01","40","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-10-01","40","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-11-01","41","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-12-01","44","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-01-01","36","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-02-01","42","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-03-01","42","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-04-01","43","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-05-01","61","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-06-01","59","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-07-01","59","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-08-01","64","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-09-01","55","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-10-01","50","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-11-01","40","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-12-01","58","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-01-01","51","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-02-01","52","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-03-01","60","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-04-01","54","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-05-01","71","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-06-01","77","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-07-01","67","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-08-01","57","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-09-01","57","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-10-01","62","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-11-01","51","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-12-01","48","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-01-01","50","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-02-01","50","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-03-01","48","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-04-01","40","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-05-01","39","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-06-01","46","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-07-01","57","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-08-01","54","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-09-01","44","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-10-01","40","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-11-01","36","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-12-01","40","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2021-01-01","41","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2021-02-01","47","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2021-03-01","43","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2021-04-01","46","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2021-05-01","78","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2021-06-01","100","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2021-07-01","96","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2021-08-01","99","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2021-09-01","72","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2021-10-01","76","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2021-11-01","65","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2021-12-01","80","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2022-01-01","89","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2022-02-01","81","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2022-03-01","56","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2022-04-01","71","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2022-05-01","73","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2022-06-01","83","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2022-07-01","64","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2022-08-01","61","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2022-09-01","54","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2022-10-01","55","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2022-11-01","40","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2022-12-01","46","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2023-01-01","47","Travel","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-01-01","0","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-02-01","5","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-03-01","11","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-04-01","12","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-05-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-06-01","0","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-07-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-08-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-09-01","5","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-10-01","13","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-11-01","0","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2010-12-01","19","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-01-01","10","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-02-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-03-01","10","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-04-01","10","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-05-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-06-01","6","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-07-01","6","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-08-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-09-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-10-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-11-01","9","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2011-12-01","17","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-01-01","9","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-02-01","10","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-03-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-04-01","10","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-05-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-06-01","6","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-07-01","6","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-08-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-09-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-10-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-11-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2012-12-01","14","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-01-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-02-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-03-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-04-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-05-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-06-01","6","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-07-01","6","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-08-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-09-01","6","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-10-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-11-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2013-12-01","13","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-01-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-02-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-03-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-04-01","9","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-05-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-06-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-07-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-08-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-09-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-10-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-11-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2014-12-01","14","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-01-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-02-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-03-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-04-01","9","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-05-01","6","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-06-01","5","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-07-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-08-01","9","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-09-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-10-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-11-01","6","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2015-12-01","15","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-01-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-02-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-03-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-04-01","9","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-05-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-06-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-07-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-08-01","11","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-09-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-10-01","6","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-11-01","9","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2016-12-01","14","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-01-01","10","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-02-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-03-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-04-01","11","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-05-01","10","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-06-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-07-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-08-01","13","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-09-01","9","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-10-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-11-01","9","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2017-12-01","15","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-01-01","11","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-02-01","10","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-03-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-04-01","11","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-05-01","11","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-06-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-07-01","9","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-08-01","13","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-09-01","9","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-10-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-11-01","11","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2018-12-01","17","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-01-01","12","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-02-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-03-01","10","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-04-01","12","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-05-01","11","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-06-01","11","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-07-01","8","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-08-01","18","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-09-01","10","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-10-01","11","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-11-01","10","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2019-12-01","19","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-01-01","10","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-02-01","11","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-03-01","7","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-04-01","13","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-05-01","11","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-06-01","9","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-07-01","10","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-08-01","17","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-09-01","12","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-10-01","11","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-11-01","11","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2020-12-01","100","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2021-01-01","12","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
"2021-02-01","12","Holiday","MD-CU","2010-01-01 2023-01-31","web","0"
