"date","geo","time","gprop","category","name","Travel","Holiday","Labor","Unemployment","Loan","Washing_machine","Fridge","BMW","Mercedes","Fashion","year","month"
"2022-03-27","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",32,0,20,0,0,19,0,5,0,16,2022,3
"2022-04-03","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,14,0,0,0,17,29,0,12,14,2022,4
"2022-04-10","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",34,16,0,0,0,22,0,5,9,47,2022,4
"2022-04-17","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",24,15,0,0,0,0,46,7,20,0,2022,4
"2022-04-24","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,15,0,16,0,38,0,5,0,13,2022,4
"2022-05-01","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,25,0,0,0,42,0,12,24,14,2022,5
"2022-05-08","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,14,19,0,0,14,0,10,0,17,2022,5
"2022-05-15","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",27,23,43,15,0,38,35,8,0,0,2022,5
"2022-05-22","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,15,0,0,0,17,0,15,0,0,2022,5
"2022-05-29","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,28,0,0,11,23,19,9,100,22,2022,5
"2022-06-05","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,10,0,42,11,0,29,10,0,23,2022,6
"2022-06-12","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,20,0,0,0,0,35,14,24,0,2022,6
"2022-06-19","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",43,13,13,0,0,0,48,8,68,43,2022,6
"2022-06-26","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",34,16,0,0,0,0,39,0,35,21,2022,6
"2022-07-03","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,18,21,0,0,50,40,10,0,0,2022,7
"2022-07-10","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",27,13,0,0,0,28,51,6,0,0,2022,7
"2022-07-17","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,10,0,0,0,0,32,18,35,63,2022,7
"2022-07-24","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",19,33,0,0,0,19,19,10,38,0,2022,7
"2022-07-31","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",30,32,18,0,0,0,52,13,0,0,2022,7
"2022-08-07","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,13,0,0,0,0,0,7,0,21,2022,8
"2022-08-14","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",36,22,0,45,9,20,31,5,0,30,2022,8
"2022-08-21","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",29,22,0,0,0,25,0,5,0,0,2022,8
"2022-08-28","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,28,0,0,0,78,28,14,13,0,2022,8
"2022-09-04","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",25,0,17,0,27,39,0,16,48,0,2022,9
"2022-09-11","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",19,21,0,0,0,0,0,9,18,0,2022,9
"2022-09-18","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",32,22,13,19,0,44,31,16,0,32,2022,9
"2022-09-25","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,27,52,22,0,19,0,0,47,0,2022,9
"2022-10-02","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",18,10,31,0,0,19,37,12,28,24,2022,10
"2022-10-09","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",13,14,0,15,0,28,0,23,0,0,2022,10
"2022-10-16","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,15,0,0,0,32,0,7,0,0,2022,10
"2022-10-23","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,13,18,0,0,0,0,3,20,0,2022,10
"2022-10-30","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",35,18,62,0,0,0,0,12,35,21,2022,10
"2022-11-06","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,31,25,0,0,35,43,7,26,26,2022,11
"2022-11-13","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,20,0,0,0,53,0,11,0,0,2022,11
"2022-11-20","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,7,0,0,7,0,20,4,0,0,2022,11
"2022-11-27","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",11,22,0,20,0,39,0,13,18,20,2022,11
"2022-12-04","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,13,0,0,0,31,22,5,0,0,2022,12
"2022-12-11","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,22,0,0,0,0,0,5,0,14,2022,12
"2022-12-18","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",0,27,0,0,0,25,0,7,0,0,2022,12
"2022-12-25","MD-BA","2018-01-01 2022-12-31","web",0,"Balti",20,8,0,0,9,32,0,12,0,0,2022,12
"2018-01-07","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,23,0,0,0,58,0,0,62,18,2018,1
"2018-01-14","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,63,0,0,78,52,0,0,0,2018,1
"2018-01-21","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",33,22,45,26,0,0,0,0,0,0,2018,1
"2018-01-28","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,19,0,0,34,40,0,26,0,0,2018,1
"2018-02-04","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,29,44,0,0,0,16,25,0,0,2018,2
"2018-02-11","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,30,0,0,25,23,0,0,0,2018,2
"2018-02-18","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,0,21,0,23,2018,2
"2018-02-25","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,23,29,0,0,78,0,0,0,0,2018,2
"2018-03-04","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",18,25,0,0,0,0,0,40,0,0,2018,3
"2018-03-11","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,23,0,39,33,0,55,0,22,2018,3
"2018-03-18","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,0,0,20,61,2018,3
"2018-03-25","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,0,23,0,0,2018,3
"2018-04-01","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,44,0,0,0,0,17,0,0,0,2018,4
"2018-04-08","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,81,0,0,0,0,0,53,0,2018,4
"2018-04-15","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,18,36,41,46,0,0,0,0,22,2018,4
"2018-04-22","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",23,0,51,0,0,0,0,0,0,0,2018,4
"2018-04-29","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,35,0,0,0,0,0,0,63,32,2018,4
"2018-05-06","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,14,0,0,35,0,0,0,0,0,2018,5
"2018-05-13","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,30,41,0,0,0,0,0,51,79,2018,5
"2018-05-20","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",20,0,0,0,63,54,0,66,0,0,2018,5
"2018-05-27","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,65,41,62,0,0,0,0,0,0,2018,5
"2018-06-03","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,33,0,41,45,0,0,0,0,28,2018,6
"2018-06-10","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,15,85,0,0,0,28,0,42,20,2018,6
"2018-06-17","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,0,0,22,0,2018,6
"2018-06-24","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",18,0,39,0,0,0,0,0,33,0,2018,6
"2018-07-01","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",49,21,0,26,0,0,26,0,24,0,2018,7
"2018-07-08","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,0,23,0,0,2018,7
"2018-07-15","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,85,0,0,0,0,0,0,0,2018,7
"2018-07-22","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,42,67,0,44,33,0,2018,7
"2018-07-29","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,64,0,0,0,47,0,2018,7
"2018-08-05","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,34,0,20,0,21,2018,8
"2018-08-12","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,16,0,50,0,0,0,0,31,0,2018,8
"2018-08-19","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",22,0,48,0,0,0,0,22,0,0,2018,8
"2018-08-26","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",80,34,0,0,43,0,16,22,0,42,2018,8
"2018-09-02","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,40,0,32,48,59,0,43,0,0,2018,9
"2018-09-09","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,17,0,0,59,91,22,0,0,0,2018,9
"2018-09-16","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,50,0,0,0,0,0,25,0,0,2018,9
"2018-09-23","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,33,0,33,40,0,0,23,40,0,2018,9
"2018-09-30","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",24,0,0,0,0,40,0,0,0,18,2018,9
"2018-10-07","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,23,0,0,0,0,0,0,0,100,2018,10
"2018-10-14","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,0,29,34,0,2018,10
"2018-10-21","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,27,0,0,0,37,32,0,0,13,2018,10
"2018-10-28","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",32,24,0,0,0,0,22,0,0,24,2018,10
"2018-11-04","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,45,0,0,0,32,0,0,20,0,2018,11
"2018-11-11","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,39,0,0,0,0,15,2018,11
"2018-11-18","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,40,0,31,0,0,0,0,0,0,2018,11
"2018-11-25","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",54,14,42,0,56,0,0,0,0,46,2018,11
"2018-12-02","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,26,21,26,31,0,0,32,0,0,2018,12
"2018-12-09","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,17,0,0,0,0,0,36,0,0,2018,12
"2018-12-16","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",20,22,74,0,43,0,0,15,0,0,2018,12
"2018-12-23","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,33,0,0,0,0,0,0,0,0,2018,12
"2018-12-30","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,26,0,0,0,0,0,0,0,0,2018,12
"2019-01-06","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,14,24,0,38,0,0,15,0,0,2019,1
"2019-01-13","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,25,0,0,0,35,31,0,0,2019,1
"2019-01-20","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,29,61,0,0,32,0,33,23,24,2019,1
"2019-01-27","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,23,0,0,0,2019,1
"2019-02-03","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,41,0,54,0,0,0,23,0,2019,2
"2019-02-10","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",41,0,0,0,0,0,38,47,31,0,2019,2
"2019-02-17","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,0,0,18,0,2019,2
"2019-02-24","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,17,0,43,0,32,0,0,0,0,2019,2
"2019-03-03","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,0,20,0,28,2019,3
"2019-03-10","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,27,0,0,0,0,2019,3
"2019-03-17","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,16,0,0,39,0,0,0,0,0,2019,3
"2019-03-24","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",19,17,0,0,99,0,0,28,0,0,2019,3
"2019-03-31","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,34,0,0,0,0,2019,3
"2019-04-07","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,46,41,0,0,30,47,33,0,0,2019,4
"2019-04-14","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,13,0,0,0,48,0,0,0,0,2019,4
"2019-04-21","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",39,0,0,0,48,0,20,0,30,0,2019,4
"2019-04-28","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,61,0,0,0,0,0,0,0,0,2019,4
"2019-05-05","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,46,0,44,0,2019,5
"2019-05-12","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",29,29,0,0,0,0,0,0,0,0,2019,5
"2019-05-19","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,42,0,0,0,0,0,100,27,2019,5
"2019-05-26","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",30,34,0,0,0,0,50,0,0,0,2019,5
"2019-06-02","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,58,0,0,0,28,0,0,0,0,2019,6
"2019-06-09","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",58,37,0,0,0,0,42,19,27,0,2019,6
"2019-06-16","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,38,0,33,0,0,0,0,23,0,2019,6
"2019-06-23","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,100,92,0,16,21,0,0,2019,6
"2019-06-30","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,66,0,45,20,0,0,2019,6
"2019-07-07","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,36,30,0,0,2019,7
"2019-07-14","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",62,0,0,0,100,0,0,0,0,0,2019,7
"2019-07-21","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,23,0,0,0,0,0,51,0,0,2019,7
"2019-07-28","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,17,0,0,0,0,20,0,0,21,2019,7
"2019-08-04","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,42,0,0,0,61,55,37,2019,8
"2019-08-11","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",23,37,0,0,62,0,0,0,0,0,2019,8
"2019-08-18","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",41,21,28,0,0,26,0,0,0,0,2019,8
"2019-08-25","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,55,0,32,0,0,0,49,0,0,2019,8
"2019-09-01","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,88,0,0,0,0,54,0,31,2019,9
"2019-09-08","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",19,18,43,0,0,0,0,35,27,21,2019,9
"2019-09-15","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",100,30,0,0,45,0,0,19,0,0,2019,9
"2019-09-22","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,49,65,0,0,2019,9
"2019-09-29","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,24,0,0,44,0,0,0,24,11,2019,9
"2019-10-06","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,28,0,0,68,0,0,23,29,0,2019,10
"2019-10-13","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,21,0,0,0,0,0,13,0,0,2019,10
"2019-10-20","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,46,23,31,59,0,2019,10
"2019-10-27","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,33,32,20,31,0,0,2019,10
"2019-11-03","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,16,0,52,0,2019,11
"2019-11-10","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,28,0,100,0,0,0,0,0,2019,11
"2019-11-17","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,12,0,21,0,0,26,0,0,43,2019,11
"2019-11-24","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,37,0,0,0,0,0,0,0,2019,11
"2019-12-01","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,42,0,0,0,0,2019,12
"2019-12-08","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,20,0,0,0,79,12,21,0,0,2019,12
"2019-12-15","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",19,0,0,0,0,39,0,13,36,0,2019,12
"2019-12-22","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",28,28,0,0,0,0,15,0,0,13,2019,12
"2019-12-29","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",19,0,0,0,0,0,0,32,0,35,2019,12
"2020-01-05","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,20,0,52,0,0,0,0,2020,1
"2020-01-12","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,53,0,0,0,38,15,0,34,11,2020,1
"2020-01-19","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,14,0,0,0,22,0,0,28,0,2020,1
"2020-01-26","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",52,16,0,34,0,0,14,23,0,10,2020,1
"2020-02-02","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",20,0,41,49,0,100,14,0,0,0,2020,2
"2020-02-09","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",51,29,55,0,34,0,13,0,26,0,2020,2
"2020-02-16","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,30,0,23,54,0,18,0,0,12,2020,2
"2020-02-23","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",16,0,0,21,25,45,0,22,0,10,2020,2
"2020-03-01","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,24,0,0,0,24,0,0,0,0,2020,3
"2020-03-08","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,12,0,0,60,0,0,19,0,0,2020,3
"2020-03-15","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,0,0,0,10,2020,3
"2020-03-22","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,16,0,0,0,0,0,48,0,2020,3
"2020-03-29","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",19,12,0,0,0,41,0,0,0,17,2020,3
"2020-04-05","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,30,0,0,0,17,12,20,14,0,2020,4
"2020-04-12","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,48,0,0,0,0,32,0,0,2020,4
"2020-04-19","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,22,35,0,17,0,13,2020,4
"2020-04-26","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,14,23,0,23,34,19,14,0,0,2020,4
"2020-05-03","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,0,0,35,0,2020,5
"2020-05-10","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",18,16,19,17,0,0,0,0,0,19,2020,5
"2020-05-17","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,12,21,0,0,0,0,17,0,0,2020,5
"2020-05-24","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,38,20,0,0,0,0,15,0,9,2020,5
"2020-05-31","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",16,29,24,0,0,48,29,0,0,0,2020,5
"2020-06-07","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",15,0,0,0,62,28,14,0,0,0,2020,6
"2020-06-14","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",44,0,0,0,0,0,0,0,0,0,2020,6
"2020-06-21","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,42,0,37,0,52,0,0,22,12,2020,6
"2020-06-28","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,15,26,0,0,0,41,28,0,0,2020,6
"2020-07-05","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,20,0,0,0,0,60,66,0,13,2020,7
"2020-07-12","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,15,0,0,0,0,0,25,0,0,2020,7
"2020-07-19","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,38,33,0,0,0,0,22,0,0,2020,7
"2020-07-26","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,25,41,0,0,2020,7
"2020-08-02","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",17,36,0,24,0,0,0,0,0,21,2020,8
"2020-08-09","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,60,0,0,45,0,21,24,0,23,2020,8
"2020-08-16","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,66,33,74,19,13,20,0,2020,8
"2020-08-23","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,30,0,0,0,0,0,19,0,0,2020,8
"2020-08-30","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,35,0,0,50,0,24,0,0,2020,8
"2020-09-06","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,18,0,0,0,0,0,0,0,0,2020,9
"2020-09-13","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,22,0,0,0,0,43,0,17,0,2020,9
"2020-09-20","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",9,0,0,0,0,0,19,8,0,0,2020,9
"2020-09-27","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,18,0,0,0,0,0,0,2020,9
"2020-10-04","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,52,0,0,0,0,0,28,0,0,2020,10
"2020-10-11","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,37,37,31,43,30,0,0,31,0,2020,10
"2020-10-18","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",15,20,0,0,0,0,0,0,0,0,2020,10
"2020-10-25","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,46,0,36,0,12,0,0,10,2020,10
"2020-11-01","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,20,30,0,0,23,55,23,24,0,2020,11
"2020-11-08","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,17,0,18,0,20,0,0,0,33,2020,11
"2020-11-15","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,49,20,0,0,0,0,12,0,0,2020,11
"2020-11-22","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,32,0,0,0,0,2020,11
"2020-11-29","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,63,0,0,0,44,27,39,22,0,2020,11
"2020-12-06","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,100,26,31,35,0,0,0,0,0,2020,12
"2020-12-13","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,86,0,0,0,0,0,31,17,0,2020,12
"2020-12-20","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,91,29,0,0,39,0,0,31,40,2020,12
"2020-12-27","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",52,46,0,0,0,31,0,0,0,0,2020,12
"2021-01-03","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,45,0,0,0,0,0,17,0,0,2021,1
"2021-01-10","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",16,24,0,0,78,0,0,12,0,18,2021,1
"2021-01-17","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",24,17,0,0,0,0,28,13,0,15,2021,1
"2021-01-24","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",14,28,45,0,0,0,17,0,0,0,2021,1
"2021-01-31","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,26,23,0,0,0,0,14,0,0,2021,1
"2021-02-07","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",26,20,28,0,0,0,0,45,0,0,2021,2
"2021-02-14","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,38,0,0,0,0,0,0,0,2021,2
"2021-02-21","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",30,19,0,0,0,31,0,13,0,0,2021,2
"2021-02-28","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",27,10,0,0,31,0,31,0,0,13,2021,2
"2021-03-07","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,69,26,0,0,32,20,20,22,15,2021,3
"2021-03-14","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",32,23,0,0,31,0,15,36,0,27,2021,3
"2021-03-21","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,23,0,0,0,2021,3
"2021-03-28","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,25,0,0,27,23,2021,3
"2021-04-04","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,11,0,0,31,41,14,0,0,26,2021,4
"2021-04-11","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,60,0,0,14,2021,4
"2021-04-18","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,37,0,0,0,0,0,0,16,30,2021,4
"2021-04-25","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,30,0,0,0,39,0,21,0,0,2021,4
"2021-05-02","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,30,92,0,0,0,25,0,31,0,2021,5
"2021-05-09","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,19,0,0,0,0,12,23,20,0,2021,5
"2021-05-16","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",17,47,23,0,0,0,12,0,0,0,2021,5
"2021-05-23","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,18,43,0,0,0,0,36,0,0,2021,5
"2021-05-30","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,13,0,30,0,0,0,44,0,0,2021,5
"2021-06-06","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,0,0,0,0,2021,6
"2021-06-13","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",26,15,0,0,0,0,0,39,0,0,2021,6
"2021-06-20","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",63,13,0,0,0,0,0,0,25,13,2021,6
"2021-06-27","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,45,0,0,36,0,30,23,0,0,2021,6
"2021-07-04","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",0,0,0,0,0,0,28,16,38,0,2021,7
"2021-07-11","MD-BD","2018-01-01 2022-12-31","web",0,"Bender",19,0,0,0,0,24,23,35,37,27,2021,7
