regcode,date,Labor,Unemployment,Investment,Loan,Economy,Interest_rate,Inflation,Bankruptcy,Export,Mortgage_loan,Baggage,Holiday,BMW,Mercedes,McDonalds,Calvin_Klein,Gucci,Emigration,Washing_machine,Fridge,Sony,apple,Fitness,Recruitment,Travel,Savings,Computer_security,Unemployment_benefits,Fashion,MBA_degree
UA-48,1/1/2016,29,24,19,9,27,0,36,12,38,0,41,11,17,29,14,46,36,16,21,22,45,26,43,0,45,0,0,7,46,0
UA-48,2/1/2016,56,31,17,0,39,35,57,0,19,20,13,12,20,39,5,30,0,11,27,23,41,33,72,0,52,0,13,8,44,0
UA-48,3/1/2016,44,28,26,10,31,0,53,19,20,21,0,13,28,21,13,23,21,17,25,29,30,40,48,36,61,0,0,7,60,44
UA-48,4/1/2016,50,27,20,0,39,0,37,22,29,0,10,15,25,29,22,0,0,0,40,27,16,41,14,28,50,0,25,0,43,36
UA-48,5/1/2016,38,19,22,10,41,14,0,10,18,0,25,12,22,32,32,39,9,19,35,33,51,36,45,0,48,15,0,0,53,0
UA-48,6/1/2016,30,18,21,10,30,0,45,0,43,38,16,15,29,51,32,0,9,15,46,54,39,16,36,0,38,20,0,0,56,23
UA-48,7/1/2016,18,0,25,6,26,0,0,27,22,0,0,11,26,37,13,46,24,17,40,62,26,44,49,0,63,0,20,0,47,0
UA-48,8/1/2016,19,0,22,0,19,0,89,0,24,24,12,13,28,32,21,0,20,0,25,42,66,30,41,0,48,40,25,7,40,0
UA-48,9/1/2016,37,0,16,7,29,0,0,10,15,0,0,17,30,31,32,0,16,11,33,40,35,62,52,0,47,0,0,9,39,23
UA-48,10/1/2016,45,21,14,10,34,0,0,0,22,0,33,16,25,20,22,0,0,0,45,35,53,44,44,0,46,0,13,0,53,0
UA-48,11/1/2016,39,37,68,5,38,16,0,0,41,0,10,12,25,32,29,19,46,25,51,31,41,30,50,0,56,0,20,6,64,0
UA-48,12/1/2016,36,0,6,19,40,26,34,8,38,0,0,23,25,43,24,25,0,0,42,31,37,38,34,0,59,0,0,0,81,0
UA-48,1/1/2017,57,0,25,0,24,0,40,10,0,0,11,15,23,69,33,36,13,15,38,25,81,31,58,14,48,0,0,6,75,0
UA-48,2/1/2017,47,24,16,19,36,22,30,0,36,43,0,15,25,57,29,0,12,36,38,33,59,35,84,0,43,0,0,0,88,0
UA-48,3/1/2017,46,20,19,24,38,0,68,17,43,0,0,16,20,37,31,0,16,0,40,36,56,26,55,21,43,18,0,0,93,0
UA-48,4/1/2017,40,17,19,7,45,0,50,10,10,0,0,16,26,68,34,16,24,0,32,45,47,30,41,0,45,22,9,0,80,29
UA-48,5/1/2017,67,12,6,11,43,15,30,0,37,0,24,18,26,61,29,0,0,15,29,34,44,29,48,0,53,0,21,0,77,0
UA-48,6/1/2017,51,51,13,0,27,21,26,15,32,0,17,14,26,78,35,0,23,11,40,49,30,40,38,0,75,0,0,7,100,0
UA-48,7/1/2017,19,14,20,16,9,0,0,11,9,0,12,14,24,76,27,17,15,36,41,67,48,27,45,0,66,0,0,0,78,17
UA-48,8/1/2017,36,0,20,19,8,26,38,0,51,0,34,20,26,82,35,12,21,0,40,64,59,20,34,0,51,0,0,7,79,0
UA-48,9/1/2017,35,0,25,20,25,13,52,31,9,0,0,19,25,60,22,33,36,0,48,36,44,55,60,0,79,0,0,9,71,27
UA-48,10/1/2017,43,17,13,17,39,11,76,0,13,0,0,20,25,65,24,0,57,0,56,33,76,27,57,0,38,0,0,0,80,0
UA-48,11/1/2017,62,34,8,4,59,20,41,17,25,0,0,18,20,67,34,40,26,9,46,51,46,34,56,19,44,0,0,0,89,0
UA-48,12/1/2017,37,24,7,12,37,0,29,10,17,0,9,23,22,62,16,25,39,0,52,36,54,40,50,23,56,0,7,0,85,0
UA-48,1/1/2018,53,19,8,10,29,0,33,0,21,0,22,18,23,69,22,37,42,0,50,37,56,35,63,30,50,0,10,7,76,0
UA-48,2/1/2018,61,0,8,11,17,0,13,0,22,0,7,16,26,70,24,0,33,10,48,37,62,37,50,0,70,8,0,0,83,30
UA-48,3/1/2018,44,36,0,26,30,0,47,7,0,0,0,16,25,67,25,35,42,17,40,31,49,34,65,0,55,0,0,0,68,17
UA-48,4/1/2018,46,32,15,32,26,13,52,16,17,41,19,22,27,82,46,30,47,0,37,38,56,27,58,16,53,26,0,0,83,13
UA-48,5/1/2018,50,16,17,11,26,0,36,0,13,0,0,26,26,67,30,16,100,9,46,44,55,49,54,17,82,0,9,18,73,41
UA-48,6/1/2018,23,0,17,21,20,11,18,0,8,40,16,15,37,61,44,36,96,0,48,57,43,43,54,24,76,11,0,0,85,0
UA-48,7/1/2018,26,8,15,21,15,19,24,14,19,0,48,17,30,67,39,42,93,16,36,68,40,41,53,15,50,14,15,0,66,0
UA-48,8/1/2018,40,18,17,19,6,0,14,0,18,20,8,26,27,76,48,36,64,0,39,62,45,33,52,0,49,17,20,0,79,0
UA-48,9/1/2018,50,8,21,24,33,18,57,6,24,17,30,27,30,58,25,14,49,0,38,46,56,42,59,0,57,0,0,0,72,0
UA-48,10/1/2018,38,8,21,16,46,0,59,12,17,0,0,24,27,73,26,22,46,0,42,33,54,28,68,20,67,0,31,0,69,0
UA-48,11/1/2018,50,15,8,13,39,0,18,7,24,15,14,20,25,68,24,0,41,18,52,38,25,31,66,0,46,13,11,0,84,0
UA-48,12/1/2018,44,12,13,30,37,0,31,9,15,44,11,29,27,62,25,38,50,0,42,41,47,47,59,21,42,0,10,0,63,0
UA-48,1/1/2019,46,24,15,18,17,0,31,0,13,27,30,23,25,60,37,25,42,17,36,37,50,47,72,0,66,0,0,0,54,0
UA-48,2/1/2019,43,15,22,25,24,24,23,15,0,0,13,16,30,33,29,11,16,0,40,19,21,41,65,19,64,10,20,0,39,0
UA-48,3/1/2019,38,18,11,42,27,0,0,0,27,0,18,22,27,41,25,28,43,0,33,29,20,38,63,15,51,0,0,5,45,22
UA-48,4/1/2019,56,0,7,55,32,27,41,7,25,0,19,20,29,77,39,13,43,35,43,37,40,31,47,21,72,14,0,0,82,15
UA-48,5/1/2019,45,14,8,22,23,11,21,0,25,28,42,22,27,65,50,35,35,0,41,44,50,35,76,21,76,11,0,0,72,27
UA-48,6/1/2019,38,9,20,43,31,15,40,0,34,0,46,32,27,91,47,16,46,7,48,80,34,38,77,17,73,21,0,0,70,0
UA-48,7/1/2019,30,0,0,37,25,0,23,14,10,0,32,22,26,75,36,33,12,0,44,53,36,33,63,0,75,13,6,0,63,0
UA-48,8/1/2019,27,12,12,32,25,11,17,0,0,0,28,28,45,83,36,49,28,0,49,53,50,33,78,0,82,13,0,5,67,0
UA-48,9/1/2019,49,29,19,100,36,13,26,0,19,26,21,32,100,75,39,29,20,0,48,51,43,100,55,18,73,0,0,0,58,24
UA-48,10/1/2019,42,8,26,18,31,0,41,11,26,20,12,27,31,84,30,33,21,0,46,33,31,37,65,0,78,17,10,5,83,0
UA-48,11/1/2019,40,0,23,28,35,28,46,6,18,24,20,24,27,87,32,25,34,0,55,41,33,41,59,11,52,9,0,0,77,0
UA-48,12/1/2019,47,11,11,32,31,16,11,0,36,25,25,36,33,82,31,22,24,8,52,44,45,50,54,0,69,6,0,0,70,18
UA-48,1/1/2020,48,14,16,38,32,29,33,6,19,0,23,31,33,87,27,14,61,5,51,37,52,44,56,23,66,13,0,0,60,0
UA-48,2/1/2020,44,10,19,29,29,17,42,13,11,0,7,22,26,83,31,22,48,16,52,46,37,33,100,11,63,0,0,0,62,12
UA-48,3/1/2020,39,19,22,15,36,10,59,6,18,10,0,18,26,66,25,29,40,8,42,36,42,36,76,22,36,0,0,5,57,10
UA-48,4/1/2020,35,44,16,17,45,18,35,16,40,12,13,23,26,56,28,29,0,12,51,40,46,27,79,14,54,9,10,17,48,7
UA-48,5/1/2020,43,47,22,22,43,21,33,10,35,10,8,30,38,77,39,19,27,0,40,55,44,32,58,0,51,0,12,17,62,0
UA-48,6/1/2020,38,26,8,25,24,24,17,11,20,0,16,26,31,98,28,57,18,0,51,77,29,41,63,13,38,0,0,20,63,0
UA-48,7/1/2020,37,35,8,7,26,0,71,10,25,34,16,27,32,98,41,31,37,14,44,84,27,37,60,0,54,0,10,16,53,0
UA-48,8/1/2020,30,11,19,23,25,18,37,5,23,0,0,34,39,79,47,9,47,0,50,59,41,37,48,23,60,15,0,7,68,0
UA-48,9/1/2020,46,0,13,29,26,0,37,6,17,0,13,33,34,86,44,42,43,7,52,50,35,41,56,19,73,0,0,10,54,17
UA-48,10/1/2020,44,20,15,20,39,17,13,7,15,43,16,30,32,92,69,35,49,0,61,37,35,48,68,0,56,13,0,0,62,0
UA-48,11/1/2020,37,25,13,18,55,0,37,8,7,12,8,26,29,57,36,37,29,0,71,40,32,48,41,0,60,20,6,0,56,23
UA-48,12/1/2020,42,38,20,19,27,0,35,19,16,14,0,100,30,85,32,44,64,24,52,48,59,43,67,9,51,0,0,18,54,9
UA-48,1/1/2021,41,20,23,15,24,14,36,11,18,26,0,28,27,94,41,32,27,0,51,38,36,43,66,0,64,0,10,0,56,12
UA-48,2/1/2021,58,32,26,13,33,25,52,13,13,29,7,27,27,93,38,50,9,33,50,33,45,41,65,0,56,0,0,9,51,11
UA-48,3/1/2021,48,25,7,15,25,7,41,8,5,23,10,23,26,86,48,53,24,50,51,35,30,34,56,0,44,13,7,11,64,0
UA-48,4/1/2021,56,9,16,18,39,0,25,0,33,0,15,25,30,68,39,25,22,26,45,45,23,30,38,0,54,0,0,5,54,0
UA-48,5/1/2021,37,21,20,17,25,16,32,6,26,0,18,30,37,75,48,29,19,0,57,51,42,29,46,10,59,11,14,7,56,0
UA-48,6/1/2021,34,16,14,14,17,0,26,7,24,35,13,32,32,76,53,16,33,12,48,72,36,38,32,0,52,0,14,11,52,0
UA-48,7/1/2021,29,19,20,23,14,20,22,13,11,0,13,29,33,90,76,55,26,10,62,100,35,37,39,0,54,0,11,6,53,10
UA-48,8/1/2021,26,19,24,22,21,0,37,0,12,21,19,38,38,93,57,28,18,7,52,78,19,37,50,15,79,0,0,8,57,17
UA-48,9/1/2021,44,18,19,17,41,21,32,9,37,30,18,37,33,71,35,44,29,7,47,47,28,53,42,24,78,8,0,0,58,0
UA-48,10/1/2021,49,20,21,21,25,9,0,0,14,42,29,33,34,87,39,33,36,17,64,40,14,43,36,0,85,0,0,0,63,0
UA-48,11/1/2021,54,26,21,27,50,0,35,14,17,0,0,27,28,78,37,60,39,0,54,36,20,44,50,34,64,17,0,10,57,0
UA-48,12/1/2021,42,0,15,26,34,11,22,10,33,0,0,42,25,85,44,26,55,0,64,38,13,49,21,40,71,0,9,0,52,0
UA-48,1/1/2022,33,26,17,29,31,23,44,0,11,11,15,28,36,75,47,39,45,6,45,37,32,64,45,22,72,12,10,4,54,11
UA-48,2/1/2022,40,12,17,26,35,0,33,7,26,9,0,24,29,57,39,36,53,17,34,27,21,46,37,58,67,11,16,3,62,9
UA-48,3/1/2022,24,45,12,16,35,0,15,0,23,0,0,17,16,28,23,0,15,22,24,21,0,29,11,12,32,9,0,18,44,0
UA-48,4/1/2022,29,51,16,8,31,7,25,10,22,26,12,22,26,62,11,21,20,16,64,23,19,39,18,21,51,0,9,16,39,11
UA-48,5/1/2022,46,69,14,20,35,8,35,8,25,0,24,26,30,78,15,13,24,0,100,45,13,43,29,0,63,0,33,32,46,0
UA-48,6/1/2022,24,0,12,17,27,24,29,6,29,30,0,34,38,67,10,27,21,0,67,71,23,50,39,18,47,9,0,9,33,20
UA-48,7/1/2022,16,39,16,13,20,0,22,15,14,0,0,30,37,100,14,50,10,15,57,77,20,46,27,0,52,11,17,8,46,0
UA-48,8/1/2022,28,28,14,8,19,0,40,9,19,0,10,44,39,68,11,38,20,0,58,65,34,41,34,44,43,12,9,9,35,9
UA-48,9/1/2022,33,23,25,17,35,11,27,0,25,26,0,36,39,83,17,24,21,18,63,43,27,51,27,50,72,0,0,16,51,0
UA-48,10/1/2022,36,28,23,14,51,0,21,20,24,25,12,31,47,79,14,26,17,0,64,49,29,56,39,0,55,13,8,11,42,0
UA-48,11/1/2022,35,20,26,21,63,14,24,7,27,79,0,25,38,98,23,47,9,0,74,64,22,49,32,11,57,31,22,0,49,16
UA-48,12/1/2022,36,0,5,16,34,21,38,10,22,0,8,37,37,86,19,57,16,0,79,52,29,55,35,14,72,0,12,11,39,0
UA-48,1/1/2023,36,15,29,12,25,0,0,0,26,18,0,26,33,78,22,28,30,8,76,44,33,56,36,0,55,8,0,0,42,0
UA-51,1/1/2012,81,46,32,0,75,0,31,0,50,41,0,18,25,60,17,25,24,55,37,30,94,58,81,32,77,58,40,73,51,0
UA-51,2/1/2012,81,0,80,4,92,44,68,48,100,0,59,13,30,43,11,100,0,51,28,26,91,54,84,40,98,0,89,31,82,0
UA-51,3/1/2012,89,100,72,5,89,32,69,21,85,86,0,11,25,56,23,0,10,43,40,32,88,53,69,0,82,38,40,23,79,40
UA-51,4/1/2012,77,54,84,12,91,76,100,44,61,0,40,15,26,53,16,42,40,0,39,27,100,55,72,0,86,100,90,0,58,0
UA-51,5/1/2012,90,0,67,10,90,34,59,14,59,0,0,13,27,49,19,46,33,39,34,45,70,44,58,100,94,55,69,0,56,0
UA-51,6/1/2012,44,24,52,4,47,37,27,12,78,36,0,12,29,44,17,18,26,0,26,56,79,49,46,0,100,49,42,0,51,0
UA-51,7/1/2012,42,17,50,13,44,0,26,10,59,0,0,11,27,55,24,23,19,43,33,71,62,49,59,75,96,0,73,62,50,89
UA-51,8/1/2012,41,13,36,0,41,85,0,25,59,43,47,15,30,49,26,43,20,37,28,52,61,62,54,0,73,0,62,0,51,65
UA-51,9/1/2012,65,0,44,8,69,63,50,13,45,0,33,15,25,54,29,55,23,44,39,39,77,87,63,74,80,0,100,19,64,69
UA-51,10/1/2012,98,76,77,6,83,34,42,36,64,28,22,14,31,53,21,39,22,100,33,39,48,66,57,19,63,56,24,0,64,0
UA-51,11/1/2012,93,92,94,8,88,51,57,39,51,36,0,11,26,36,19,49,15,56,23,40,70,53,65,39,94,96,93,16,62,64
UA-51,12/1/2012,100,19,59,9,90,76,66,50,72,23,16,15,28,41,16,36,32,70,33,29,87,48,44,22,59,68,57,0,46,0
UA-51,1/1/2013,68,23,68,4,55,43,42,26,44,20,41,13,26,41,24,31,31,24,24,26,78,58,64,71,73,0,61,0,46,40
UA-51,2/1/2013,65,42,52,8,63,0,39,20,62,37,20,11,25,38,22,42,22,36,37,29,65,46,65,0,77,0,59,0,60,31
UA-51,3/1/2013,76,55,95,8,89,34,45,29,35,17,47,13,26,47,28,42,32,47,30,25,90,43,65,14,71,0,58,14,52,39
UA-51,4/1/2013,92,51,91,11,100,48,72,59,90,28,36,16,23,48,29,45,19,0,30,39,63,32,61,0,72,39,55,0,67,26
UA-51,5/1/2013,83,20,72,9,87,26,55,37,65,46,34,15,29,51,20,32,21,40,33,42,67,42,47,0,69,56,51,0,54,0
UA-51,6/1/2013,64,25,56,0,65,46,36,25,82,0,36,13,29,57,44,48,34,28,31,54,62,51,43,30,66,0,81,0,54,0
UA-51,7/1/2013,31,29,89,0,36,28,30,25,57,0,60,11,29,59,26,41,20,43,55,53,69,57,59,28,91,0,46,0,66,0
UA-51,8/1/2013,36,14,71,0,41,0,15,22,48,26,47,15,30,48,28,51,15,48,37,52,81,53,40,26,81,0,27,14,74,0
UA-51,9/1/2013,66,0,58,2,67,30,28,24,70,0,34,13,26,50,20,37,33,30,47,51,71,79,68,39,85,0,70,0,75,0
UA-51,10/1/2013,80,58,84,7,74,44,38,32,68,40,39,13,26,51,21,24,17,35,41,31,62,49,73,41,80,20,91,21,63,84
UA-51,11/1/2013,75,34,54,7,85,27,28,42,58,29,27,13,26,45,26,31,22,50,47,39,57,53,83,33,69,31,68,0,64,100
UA-51,12/1/2013,69,46,100,5,87,0,15,49,32,0,25,15,24,33,17,20,27,28,45,39,73,47,53,0,67,65,59,13,58,37
UA-51,1/1/2014,47,18,70,3,60,0,30,39,31,0,12,13,24,36,20,43,17,19,41,33,68,50,78,15,55,68,55,0,59,0
UA-51,2/1/2014,56,15,37,11,67,55,40,0,52,0,12,11,21,27,21,22,20,36,38,33,43,36,72,0,73,0,58,0,57,22
UA-51,3/1/2014,57,30,26,7,85,27,27,52,62,0,42,12,22,34,22,13,17,60,38,32,57,34,69,27,54,32,29,15,51,45
UA-51,4/1/2014,63,57,53,8,82,95,74,30,61,25,25,15,24,44,25,30,23,40,43,37,47,34,53,0,78,32,58,46,53,86
UA-51,5/1/2014,47,67,77,5,87,0,46,42,68,22,38,12,20,39,20,0,11,34,37,39,67,28,58,31,66,70,55,47,60,0
UA-51,6/1/2014,61,56,68,15,84,0,75,38,71,0,58,13,26,43,32,18,12,21,34,51,48,39,48,24,59,0,77,16,49,25
UA-51,7/1/2014,25,32,43,0,41,70,27,39,50,0,48,11,22,45,26,31,5,33,42,55,55,31,53,20,65,41,36,14,55,0
UA-51,8/1/2014,22,0,44,2,42,36,36,45,66,31,47,12,25,31,36,38,14,54,46,53,58,39,55,0,72,0,58,19,57,0
UA-51,9/1/2014,61,52,72,6,67,51,35,28,71,0,23,13,24,34,21,47,18,31,38,34,62,54,67,16,75,20,64,18,58,27
UA-51,10/1/2014,50,36,36,8,75,0,53,26,44,23,35,14,24,32,23,27,19,28,45,36,62,50,69,0,59,43,36,13,68,0
UA-51,11/1/2014,62,40,91,7,68,34,20,97,66,42,30,14,21,34,30,27,24,44,48,35,55,39,72,0,70,64,73,0,54,0
UA-51,12/1/2014,52,43,67,4,80,46,52,35,62,0,41,16,21,27,19,26,24,46,38,37,79,41,53,0,61,73,60,34,49,0
UA-51,1/1/2015,43,28,48,6,45,0,14,100,44,0,29,12,19,36,28,36,21,37,43,36,79,41,78,19,72,74,40,0,58,62
UA-51,2/1/2015,49,32,47,10,66,0,62,51,72,0,34,12,17,26,34,40,14,43,37,32,58,32,70,45,62,36,52,63,50,48
UA-51,3/1/2015,48,14,76,8,62,22,72,69,68,25,0,13,26,34,21,23,12,71,39,33,49,49,77,25,56,50,26,0,61,32
UA-51,4/1/2015,52,42,38,8,71,25,65,41,58,0,0,15,23,34,28,26,9,29,38,35,51,38,63,0,71,92,42,0,51,23
UA-51,5/1/2015,50,32,68,6,71,37,78,48,78,0,58,17,23,39,24,22,13,48,48,39,57,36,76,39,51,51,41,0,53,0
UA-51,6/1/2015,44,32,84,9,70,21,34,11,71,0,30,11,23,37,24,27,6,63,35,53,59,36,63,0,65,39,31,25,54,21
UA-51,7/1/2015,28,9,34,4,37,20,51,25,60,18,60,11,25,47,38,23,12,26,42,63,58,36,63,48,73,21,60,34,54,83
UA-51,8/1/2015,26,14,51,5,27,0,43,18,47,0,48,15,26,24,31,19,31,29,43,57,49,48,67,37,69,35,42,15,53,0
UA-51,9/1/2015,49,21,57,9,51,52,34,34,27,0,41,17,26,47,31,31,15,39,40,46,55,59,76,52,68,34,56,0,53,79
UA-51,10/1/2015,39,14,60,8,58,0,48,25,50,0,61,14,27,34,26,30,17,35,50,33,49,47,72,26,67,0,17,0,61,0
UA-51,11/1/2015,59,33,67,0,72,25,49,45,65,0,63,13,23,38,22,40,21,27,52,42,54,41,74,23,64,38,62,14,53,0
UA-51,12/1/2015,42,33,45,5,66,28,39,42,55,0,30,18,26,43,23,58,29,24,47,40,62,42,67,55,75,17,0,22,45,25
UA-51,1/1/2016,33,23,45,0,36,0,40,13,41,0,30,12,24,28,27,42,21,0,44,32,62,34,81,0,60,16,30,11,51,54
UA-51,2/1/2016,54,29,63,2,50,0,42,25,68,17,16,12,26,37,28,39,11,17,40,39,61,39,100,32,68,0,35,35,53,0
UA-51,3/1/2016,57,5,63,9,59,0,40,44,80,0,40,13,28,39,24,41,18,39,45,41,65,40,98,18,68,34,0,20,53,41
UA-51,4/1/2016,49,61,60,11,65,0,50,55,90,0,31,16,29,51,25,65,23,37,51,47,33,37,81,31,79,58,17,13,57,0
UA-51,5/1/2016,45,21,67,7,52,32,34,38,84,0,69,16,27,40,23,47,16,28,50,46,57,35,71,23,64,32,11,0,52,25
UA-51,6/1/2016,38,11,68,6,44,40,29,0,45,30,46,18,25,45,36,12,10,13,59,72,50,34,61,28,57,32,28,22,53,48
UA-51,7/1/2016,29,17,34,7,37,0,18,17,63,0,43,12,29,45,41,31,9,22,48,66,53,34,65,35,56,0,30,20,53,29
UA-51,8/1/2016,24,7,45,6,27,0,27,10,44,31,40,15,28,42,40,21,21,10,54,62,45,37,67,79,64,24,19,0,47,0
UA-51,9/1/2016,44,13,69,10,52,35,23,13,67,56,47,17,29,49,35,25,12,29,57,46,51,65,73,24,68,0,0,0,55,0
UA-51,10/1/2016,50,17,55,2,57,20,37,0,62,18,18,18,30,39,27,17,23,35,52,43,42,44,69,16,65,0,16,30,61,37
UA-51,11/1/2016,56,48,42,9,73,0,25,26,67,0,35,12,28,42,18,42,20,22,64,38,34,42,67,15,58,50,20,0,53,0
UA-51,12/1/2016,55,18,46,7,59,0,14,41,59,0,37,18,23,49,29,32,23,27,69,39,77,43,73,19,63,0,8,64,86,26
UA-51,1/1/2017,55,31,41,8,44,0,44,18,71,0,44,14,25,60,36,35,16,31,61,36,99,42,99,24,56,0,0,14,75,0
UA-51,2/1/2017,68,14,36,6,45,0,38,22,68,0,36,16,28,65,37,56,17,39,61,41,77,41,92,21,70,42,7,25,91,45
UA-51,3/1/2017,72,10,49,7,53,61,38,15,75,0,36,14,26,66,39,48,22,19,45,43,83,45,87,22,63,16,12,0,96,33
UA-51,4/1/2017,47,27,55,6,60,89,31,27,68,37,44,18,27,63,41,29,24,19,61,51,77,36,72,49,71,17,15,48,91,0
UA-51,5/1/2017,52,24,52,8,64,0,48,5,55,0,49,20,24,64,42,40,25,39,67,51,59,38,60,19,56,0,18,16,85,21
UA-51,6/1/2017,46,10,62,3,36,43,32,0,66,19,49,19,26,67,41,25,12,0,66,63,64,38,65,27,71,29,7,22,87,46
UA-51,7/1/2017,39,25,53,10,39,43,53,0,65,0,65,16,31,74,60,33,33,8,62,77,63,37,57,26,71,25,0,11,70,0
UA-51,8/1/2017,35,6,48,9,29,51,40,18,53,0,40,24,27,73,59,30,31,0,61,67,59,38,62,37,71,0,0,0,73,0
UA-51,9/1/2017,54,7,56,7,55,38,29,13,49,38,33,22,29,81,42,50,45,12,64,59,73,60,65,0,79,0,13,0,79,0
UA-51,10/1/2017,57,21,46,9,50,29,57,22,53,0,30,20,30,75,43,34,56,13,69,47,71,46,67,0,72,20,8,9,100,0
UA-51,11/1/2017,68,26,52,9,64,0,43,12,51,14,38,18,27,68,38,38,51,16,71,46,76,48,68,23,65,0,14,0,87,95
UA-51,12/1/2017,50,11,52,5,59,0,48,9,47,0,46,25,22,64,29,56,59,7,65,41,64,42,63,28,59,58,20,7,78,33
UA-51,1/1/2018,50,12,40,8,44,0,43,15,55,19,38,18,25,78,33,40,65,18,68,42,69,40,79,26,70,18,10,29,84,42
UA-51,2/1/2018,50,20,35,10,41,0,38,0,49,18,35,17,25,70,27,33,62,31,64,39,75,36,80,0,72,0,0,9,82,29
UA-51,3/1/2018,44,14,29,14,48,57,25,20,43,0,34,17,24,71,32,36,56,15,65,42,66,38,76,17,54,41,0,18,85,15
UA-51,4/1/2018,57,36,68,25,58,25,30,22,43,94,46,23,27,73,33,48,51,26,60,45,51,35,66,53,91,56,11,0,85,35
UA-51,5/1/2018,57,24,35,15,53,35,33,15,60,0,49,27,29,67,38,43,97,40,57,60,67,43,67,34,78,29,0,7,76,44
UA-51,6/1/2018,45,20,49,26,41,41,35,17,42,100,23,18,30,75,42,32,94,24,60,75,72,38,64,60,90,15,0,0,83,69
UA-51,7/1/2018,30,22,45,22,34,67,30,18,51,26,53,18,29,82,54,36,99,17,66,74,59,46,68,55,89,25,15,13,75,59
UA-51,8/1/2018,42,12,63,18,27,34,28,7,30,0,96,29,28,76,57,41,90,27,73,74,55,42,73,21,81,21,13,8,86,29
UA-51,9/1/2018,59,5,70,22,41,70,28,18,33,32,71,27,27,65,36,50,52,15,63,58,53,60,60,49,83,39,5,24,81,37
UA-51,10/1/2018,65,19,53,25,50,49,38,19,46,48,70,24,28,72,37,29,55,0,72,45,61,47,76,39,97,36,8,15,82,18
UA-51,11/1/2018,62,30,54,21,68,42,39,10,37,58,60,21,26,77,33,51,43,9,73,47,49,38,82,30,80,61,24,28,83,24
UA-51,12/1/2018,56,27,35,21,56,36,38,19,48,48,58,28,27,65,40,36,43,16,78,42,65,39,67,26,71,32,13,30,69,12
UA-51,1/1/2019,40,10,41,25,30,70,39,32,32,50,65,22,27,74,34,40,46,9,69,39,68,43,90,30,80,39,9,21,66,35
UA-51,2/1/2019,50,24,55,24,38,39,43,10,53,14,45,19,31,43,36,37,30,27,55,45,26,37,78,0,64,28,16,21,40,21
UA-51,3/1/2019,44,23,57,23,38,13,30,10,29,70,43,20,33,42,36,30,56,9,59,39,36,38,75,36,69,30,10,21,51,44
UA-51,4/1/2019,58,20,54,24,37,39,35,23,40,77,66,24,29,87,55,45,46,0,64,54,51,33,74,47,88,35,20,0,76,0
UA-51,5/1/2019,56,55,59,22,46,86,35,16,49,50,80,23,29,74,52,41,41,13,66,57,50,37,74,47,99,89,20,0,77,43
UA-51,6/1/2019,40,10,41,20,38,50,38,16,46,62,77,28,28,78,65,53,33,9,72,100,49,40,76,40,91,17,19,0,59,38
UA-51,7/1/2019,43,5,45,22,30,61,32,18,36,74,100,21,31,83,59,36,52,11,67,76,36,42,84,48,82,40,17,0,67,35
UA-51,8/1/2019,35,7,52,25,26,0,32,21,33,33,82,34,39,91,72,48,49,20,74,67,59,41,76,31,91,38,9,0,65,24
UA-51,9/1/2019,49,22,34,100,53,85,33,22,33,19,87,29,100,81,45,50,34,0,65,57,95,100,79,26,98,23,13,0,67,26
UA-51,10/1/2019,47,30,52,22,52,38,47,30,42,31,61,30,30,77,56,29,43,11,76,51,63,46,87,33,79,41,20,0,62,40
UA-51,11/1/2019,56,21,56,23,51,54,43,30,48,32,53,24,30,79,48,47,34,13,84,55,52,48,72,41,87,0,18,15,71,49
UA-51,12/1/2019,48,18,54,24,62,46,21,12,53,48,58,32,29,90,48,48,47,19,73,50,70,51,64,28,85,19,0,11,62,49
UA-51,1/1/2020,52,5,56,29,34,83,32,0,41,32,60,32,32,85,47,49,46,27,73,52,59,47,88,31,97,14,15,9,67,0
UA-51,2/1/2020,51,8,50,22,38,76,39,21,53,54,74,22,30,87,49,45,48,31,61,46,52,37,98,42,78,0,18,7,65,44
UA-51,3/1/2020,40,24,52,23,45,77,31,22,45,86,38,17,27,71,45,29,46,31,68,42,37,38,88,29,59,31,6,17,61,15
UA-51,4/1/2020,52,62,65,16,43,38,45,37,69,19,0,25,28,70,41,31,31,46,62,45,52,40,71,29,64,26,5,51,57,12
UA-51,5/1/2020,60,64,51,18,61,23,26,21,55,20,23,30,31,87,46,46,33,28,70,61,42,41,64,23,71,40,12,44,64,77
UA-51,6/1/2020,47,34,51,15,37,0,35,5,41,37,30,27,34,85,56,59,37,12,83,86,48,40,76,31,50,21,17,37,65,16
UA-51,7/1/2020,38,34,67,16,26,100,30,16,51,24,24,29,35,100,76,49,53,37,78,95,60,48,66,11,59,39,0,35,59,33
UA-51,8/1/2020,29,17,45,18,33,77,16,29,19,16,49,38,35,93,87,46,49,24,74,74,47,43,59,24,62,16,13,19,63,29
UA-51,9/1/2020,58,25,64,18,47,59,29,13,43,33,41,32,35,89,61,64,41,14,67,71,54,59,84,29,68,16,20,0,64,33
UA-51,10/1/2020,48,40,61,19,46,40,36,19,49,32,10,33,34,93,53,71,46,16,86,60,42,55,93,25,82,0,16,15,68,20
UA-51,11/1/2020,45,39,60,21,59,25,21,22,33,46,16,27,29,78,61,50,47,34,84,62,34,47,70,24,64,91,0,39,65,31
