regcode,date,Labor,Unemployment,Investment,Loan,Economy,Interest_rate,Inflation,Bankruptcy,Export,Mortgage_loan,Baggage,Holiday,BMW,Mercedes,McDonalds,Calvin_Klein,Gucci,Emigration,Washing_machine,Fridge,Sony,apple,Fitness,Recruitment,Travel,Savings,Computer_security,Unemployment_benefits,Fashion,MBA_degree
UA-23,7/1/2013,38,18,38,5,40,0,41,14,17,0,55,12,29,54,19,60,18,0,50,62,44,49,35,0,66,0,78,0,49,35
UA-23,8/1/2013,42,19,42,0,31,0,39,0,36,44,39,15,32,40,25,34,10,0,32,48,56,50,33,21,78,0,65,14,83,0
UA-23,9/1/2013,67,23,56,5,60,0,34,0,61,0,0,13,25,66,17,81,0,0,43,33,73,76,32,28,87,0,58,0,80,0
UA-23,10/1/2013,71,12,77,0,94,0,67,24,59,0,26,13,27,51,12,78,15,31,39,43,53,60,42,0,59,31,56,35,58,0
UA-23,11/1/2013,46,25,50,9,73,39,68,22,44,0,0,13,22,58,15,50,9,41,41,29,64,60,37,0,71,33,0,0,59,37
UA-23,12/1/2013,53,33,60,0,56,49,58,14,51,0,41,14,22,22,11,32,24,59,34,28,47,41,33,18,50,0,28,18,48,0
UA-23,1/1/2014,56,12,59,7,34,0,47,39,42,0,0,13,23,40,20,0,37,0,42,34,47,64,32,0,58,42,36,0,54,0
UA-23,2/1/2014,42,8,74,6,57,0,54,30,67,0,63,12,17,41,5,34,16,54,48,34,49,43,39,0,44,46,24,31,71,0
UA-23,3/1/2014,51,31,63,7,54,0,41,49,38,0,0,12,20,35,15,39,9,82,47,30,49,28,41,0,58,0,39,27,57,74
UA-23,4/1/2014,66,33,67,7,56,0,65,32,50,27,29,15,23,37,17,0,9,27,39,38,45,35,44,0,52,52,18,10,51,44
UA-23,5/1/2014,61,41,45,7,66,0,43,52,100,42,0,11,22,32,17,33,0,49,48,32,25,35,31,28,60,0,22,19,45,42
UA-23,6/1/2014,41,13,55,0,50,0,84,24,36,0,65,14,24,32,22,42,0,40,39,51,32,33,22,22,72,0,0,0,39,100
UA-23,7/1/2014,25,34,55,6,54,0,40,26,26,0,32,9,23,35,22,53,0,60,26,39,22,41,35,0,64,74,26,38,38,40
UA-23,8/1/2014,21,20,22,25,38,28,47,29,22,0,66,10,18,34,20,47,20,32,46,44,48,43,26,0,58,46,37,0,49,0
UA-23,9/1/2014,45,16,49,0,68,45,63,18,34,0,0,14,23,25,11,38,0,0,44,34,66,61,31,36,39,50,0,0,45,40
UA-23,10/1/2014,42,17,52,9,75,0,24,0,49,0,0,13,20,41,13,41,0,0,44,25,42,50,45,0,75,48,43,9,65,0
UA-23,11/1/2014,58,17,63,5,84,0,63,31,67,0,100,12,18,39,16,19,0,51,48,30,48,48,48,0,45,97,33,0,45,0
UA-23,12/1/2014,42,15,51,5,78,19,47,14,10,59,22,13,15,25,5,63,10,26,43,46,64,46,49,24,39,49,0,11,35,64
UA-23,1/1/2015,44,0,29,0,42,0,67,46,32,0,45,13,18,29,20,53,7,80,44,26,44,39,55,0,52,68,36,24,42,0
UA-23,2/1/2015,43,19,40,12,51,0,87,64,45,0,25,10,17,24,24,76,13,66,48,37,37,42,49,0,59,86,48,17,47,0
UA-23,3/1/2015,43,29,52,16,57,36,75,64,31,0,25,11,19,32,28,44,23,46,48,41,61,43,45,0,55,58,39,25,59,30
UA-23,4/1/2015,50,0,56,0,71,0,73,31,49,56,66,17,19,42,20,37,11,53,46,26,46,38,56,23,57,24,32,11,45,0
UA-23,5/1/2015,59,27,88,4,65,0,36,30,75,24,0,16,21,39,11,63,0,46,42,38,35,45,40,29,53,75,39,0,50,0
UA-23,6/1/2015,39,23,91,14,50,0,65,0,52,25,0,9,24,41,13,0,0,59,31,57,33,37,43,25,64,0,17,0,47,0
UA-23,7/1/2015,21,0,42,5,49,0,47,33,56,0,38,10,25,28,21,29,13,37,34,44,38,47,43,0,51,33,40,22,43,0
UA-23,8/1/2015,26,0,52,7,39,22,51,26,31,0,70,14,26,44,24,24,14,48,47,51,43,49,50,25,67,0,36,10,57,0
UA-23,9/1/2015,34,20,49,0,67,19,49,21,45,0,41,18,21,36,9,85,18,0,42,31,39,53,53,22,45,0,20,0,45,0
UA-23,10/1/2015,34,27,43,0,58,13,34,14,52,0,0,17,21,37,3,55,13,20,41,34,47,39,42,0,50,0,0,0,63,0
UA-23,11/1/2015,44,20,42,7,71,0,62,45,47,0,0,13,21,43,9,33,12,98,49,33,45,46,49,0,60,23,11,0,57,0
UA-23,12/1/2015,53,11,45,0,61,14,61,24,39,18,0,17,24,33,11,33,0,0,44,34,38,42,41,0,67,0,14,0,39,28
UA-23,1/1/2016,37,17,81,3,45,0,38,17,54,0,28,12,22,22,18,17,5,19,42,32,50,45,48,26,50,0,23,11,42,0
UA-23,2/1/2016,51,25,54,0,55,0,69,10,67,0,0,11,23,45,13,63,0,18,42,35,42,38,54,0,61,0,0,0,56,0
UA-23,3/1/2016,45,26,49,5,65,0,53,0,63,0,49,15,22,35,14,23,0,24,45,28,43,44,43,0,53,33,16,23,49,0
UA-23,4/1/2016,55,25,61,10,60,0,40,21,54,0,34,14,26,31,11,0,13,48,41,35,41,33,47,0,59,0,14,0,57,54
UA-23,5/1/2016,41,33,51,11,43,17,52,27,75,0,33,14,25,28,14,75,0,0,44,46,33,29,35,21,74,0,11,34,45,0
UA-23,6/1/2016,31,10,42,17,41,0,30,0,38,0,0,17,28,38,18,81,31,19,48,62,45,43,33,18,50,0,12,13,51,62
UA-23,7/1/2016,25,9,14,11,33,15,41,0,19,0,42,11,25,38,16,37,14,41,49,75,39,32,43,42,47,21,12,14,45,0
UA-23,8/1/2016,20,0,39,17,36,19,17,0,31,0,54,13,21,33,32,20,12,0,50,53,33,40,34,23,47,32,16,17,37,0
UA-23,9/1/2016,35,13,27,14,50,41,36,0,59,0,52,18,19,33,36,23,15,0,44,45,54,54,41,0,73,0,18,0,48,0
UA-23,10/1/2016,44,15,41,10,37,0,25,18,53,52,27,16,25,38,15,54,0,21,57,36,25,47,53,42,53,22,0,0,55,27
UA-23,11/1/2016,46,20,37,4,62,0,37,9,82,0,22,13,25,33,13,29,4,0,56,36,31,40,38,0,48,0,18,38,52,0
UA-23,12/1/2016,55,22,10,15,52,32,32,39,50,31,18,18,23,67,17,62,6,31,59,40,73,45,45,27,44,14,13,7,72,0
UA-23,1/1/2017,56,14,64,12,46,18,31,18,67,36,15,15,21,65,100,35,0,29,57,39,67,36,52,0,74,0,0,12,88,0
UA-23,2/1/2017,61,18,29,0,47,10,63,0,44,0,26,16,19,56,27,29,21,18,54,26,55,39,45,0,55,21,0,8,100,0
UA-23,3/1/2017,50,8,25,15,51,12,20,10,53,29,53,14,23,68,32,79,9,18,57,35,63,29,53,0,61,0,0,0,99,0
UA-23,4/1/2017,55,22,30,10,48,13,39,21,61,60,0,17,25,54,30,86,20,44,51,41,50,41,56,15,72,0,16,18,96,0
UA-23,5/1/2017,41,13,23,10,52,36,57,23,45,27,47,18,17,66,31,23,11,48,54,49,52,30,55,32,48,16,0,18,78,0
UA-23,6/1/2017,37,18,0,12,44,31,54,0,26,28,35,16,21,60,32,56,10,40,64,59,54,36,49,57,62,23,0,0,80,81
UA-23,7/1/2017,33,17,17,10,31,0,37,24,54,0,31,11,22,58,35,50,11,25,63,67,46,29,46,0,48,0,0,17,75,0
UA-23,8/1/2017,31,5,17,7,28,0,42,16,57,0,20,20,24,83,42,48,22,0,65,65,47,31,48,47,59,17,0,18,92,0
UA-23,9/1/2017,51,11,40,7,56,0,63,30,42,0,59,17,20,44,28,42,30,46,53,44,44,53,62,0,58,19,0,27,78,35
UA-23,10/1/2017,47,18,37,12,50,26,60,0,38,0,37,19,18,67,36,51,31,32,65,39,55,41,61,0,58,23,17,23,93,0
UA-23,11/1/2017,62,21,25,19,52,28,54,0,52,40,68,18,20,65,25,55,18,36,82,45,56,40,49,24,64,13,0,6,90,0
UA-23,12/1/2017,60,27,48,9,54,14,55,10,46,0,29,24,21,66,36,45,28,39,79,37,52,37,46,0,54,0,0,7,88,0
UA-23,1/1/2018,48,12,26,14,34,17,57,0,22,0,50,19,21,60,35,58,42,12,65,31,59,33,65,0,68,30,8,13,68,17
UA-23,2/1/2018,48,16,35,12,41,11,21,14,45,0,30,15,18,82,30,44,38,53,68,41,54,29,80,0,68,24,0,0,86,0
UA-23,3/1/2018,41,9,23,18,44,38,8,0,39,16,43,16,25,67,30,77,41,0,61,33,50,32,64,11,60,40,7,9,98,0
UA-23,4/1/2018,63,20,66,19,58,16,63,22,33,0,59,23,26,68,26,46,54,25,68,42,48,38,51,41,80,0,0,15,95,37
UA-23,5/1/2018,43,21,19,23,58,20,47,10,35,21,51,25,22,76,33,52,62,0,52,56,47,45,49,0,81,0,0,14,92,30
UA-23,6/1/2018,33,7,15,21,46,22,41,14,18,32,47,16,25,81,34,49,100,0,59,92,40,39,55,12,100,17,8,0,85,0
UA-23,7/1/2018,31,21,23,19,46,0,48,0,51,54,57,18,26,77,46,62,91,0,51,90,48,36,45,20,70,24,0,7,81,0
UA-23,8/1/2018,40,0,0,22,30,35,32,7,16,36,76,26,25,84,44,80,77,16,64,73,51,43,58,39,62,0,0,22,92,45
UA-23,9/1/2018,46,11,47,23,52,0,46,15,27,24,24,23,25,73,36,67,59,13,66,51,43,46,66,19,76,42,13,10,73,19
UA-23,10/1/2018,56,9,42,22,53,16,52,24,28,53,55,23,21,71,23,49,47,37,71,40,40,43,69,100,76,76,15,10,85,0
UA-23,11/1/2018,55,17,34,29,49,0,43,23,35,53,29,22,22,68,23,51,27,0,83,40,57,28,68,25,79,30,6,0,83,0
UA-23,12/1/2018,32,19,25,36,44,26,33,0,33,59,35,28,18,62,36,40,22,20,72,40,38,33,71,0,82,0,16,0,77,0
UA-23,1/1/2019,44,14,22,31,32,14,26,9,43,44,20,21,23,65,25,23,31,25,73,41,46,40,54,0,80,19,10,10,62,30
UA-23,2/1/2019,49,37,48,25,38,17,33,0,44,35,18,17,21,47,26,74,27,33,49,42,23,30,71,42,51,23,13,17,47,19
UA-23,3/1/2019,41,43,54,29,31,13,21,9,46,35,48,19,21,42,37,69,35,21,57,40,13,32,45,25,56,46,13,31,51,0
UA-23,4/1/2019,44,22,32,36,30,31,39,22,36,37,47,24,24,66,16,50,29,19,69,48,36,32,63,0,90,29,0,17,69,0
UA-23,5/1/2019,40,10,20,38,48,42,41,11,45,49,58,21,28,69,38,71,27,39,61,55,33,28,63,27,93,53,0,0,70,30
UA-23,6/1/2019,37,14,33,30,26,20,42,15,38,27,72,27,25,80,39,82,36,26,70,85,31,48,82,21,78,17,0,0,72,48
UA-23,7/1/2019,33,8,27,30,23,32,42,15,13,19,68,23,27,85,51,55,23,20,51,63,38,35,94,0,92,20,0,0,71,0
UA-23,8/1/2019,28,15,33,31,26,26,43,33,31,0,82,30,43,94,45,63,50,20,62,73,40,41,71,74,78,0,9,23,69,0
UA-23,9/1/2019,47,11,32,100,40,39,38,21,38,82,96,26,100,76,37,97,32,24,76,51,73,100,73,29,89,0,0,8,82,36
UA-23,10/1/2019,47,9,19,28,48,19,28,32,27,29,59,27,26,67,39,48,26,26,84,43,38,39,83,24,71,43,6,0,70,15
UA-23,11/1/2019,42,13,43,26,50,22,17,28,40,57,65,24,27,75,44,66,19,22,82,51,21,46,73,30,67,47,0,11,73,52
UA-23,12/1/2019,37,22,40,35,46,19,31,17,34,32,84,31,25,64,37,64,31,0,80,55,37,47,79,0,73,41,7,11,64,0
UA-23,1/1/2020,43,13,25,30,37,33,50,13,27,30,53,30,29,68,30,34,42,21,84,43,46,44,76,11,83,28,0,14,62,23
UA-23,2/1/2020,49,12,43,32,44,0,20,46,38,0,65,20,28,62,38,56,26,29,71,45,38,35,92,21,65,10,15,8,70,14
UA-23,3/1/2020,38,30,37,31,49,33,30,34,30,30,34,18,22,63,30,51,42,15,58,36,26,31,80,0,50,0,5,14,64,31
UA-23,4/1/2020,44,44,36,15,65,26,25,13,47,17,19,23,25,65,24,64,22,45,58,36,38,36,71,12,68,44,0,43,60,26
UA-23,5/1/2020,42,51,31,21,57,27,27,16,52,35,27,28,31,73,36,91,18,23,76,65,29,36,62,36,68,0,8,42,61,0
UA-23,6/1/2020,35,54,22,23,37,30,35,0,46,64,25,25,33,91,44,51,19,0,86,87,27,32,73,37,42,0,13,45,63,0
UA-23,7/1/2020,29,43,33,19,22,40,35,18,44,0,38,27,38,83,46,68,31,21,73,86,47,39,61,27,53,0,0,43,54,0
UA-23,8/1/2020,30,31,24,10,19,12,36,0,32,36,34,31,35,85,54,76,33,11,71,69,37,41,65,19,58,19,8,31,65,16
UA-23,9/1/2020,36,34,28,21,49,29,25,26,27,25,27,32,31,86,31,53,34,25,77,60,29,47,80,12,66,0,6,22,66,22
UA-23,10/1/2020,39,21,42,26,46,30,27,28,35,0,16,29,35,100,36,72,45,18,79,51,30,41,100,17,74,28,0,18,71,0
UA-23,11/1/2020,42,22,49,25,62,58,42,8,47,21,0,24,31,64,38,85,27,18,86,58,28,44,67,21,70,45,6,23,69,0
UA-23,12/1/2020,41,28,32,19,51,10,31,10,32,34,14,100,28,90,30,77,30,25,91,49,31,45,59,19,55,38,13,27,61,0
UA-23,1/1/2021,33,21,41,18,29,41,26,15,42,12,16,24,27,75,39,50,28,54,83,46,40,40,65,0,54,20,6,32,59,0
UA-23,2/1/2021,46,34,58,14,39,29,8,0,32,49,26,24,30,80,36,54,22,31,62,39,29,38,66,0,65,0,11,38,60,22
UA-23,3/1/2021,47,31,51,21,38,28,25,0,27,21,35,24,31,85,42,76,31,39,72,40,38,33,65,33,58,26,5,36,61,48
UA-23,4/1/2021,53,22,45,21,47,18,50,9,40,21,0,26,26,72,43,44,10,38,62,47,21,33,52,21,70,13,6,25,66,22
UA-23,5/1/2021,42,29,36,17,40,26,23,10,48,0,29,30,28,79,49,79,29,33,78,57,22,36,53,35,69,0,0,26,71,14
UA-23,6/1/2021,33,16,35,23,28,18,28,23,61,33,52,32,29,80,47,77,21,0,87,69,29,43,55,25,71,24,0,5,52,21
UA-23,7/1/2021,31,8,38,12,30,28,25,16,27,15,60,29,31,78,67,71,15,15,86,100,24,43,57,23,73,0,20,14,62,0
UA-23,8/1/2021,35,15,35,18,19,44,17,0,27,20,56,36,36,90,56,71,28,19,81,79,28,45,63,31,83,15,13,13,65,0
UA-23,9/1/2021,34,27,36,21,41,18,32,27,26,38,97,33,31,86,32,86,28,0,84,65,21,47,57,22,82,44,0,18,74,0
UA-23,10/1/2021,39,22,59,22,46,27,48,0,46,33,33,30,25,70,45,66,26,12,67,44,29,59,46,10,64,0,0,17,66,0
UA-23,11/1/2021,47,6,47,29,56,7,35,15,37,52,35,26,31,68,31,94,26,22,92,47,25,47,38,35,61,22,0,0,58,30
UA-23,12/1/2021,40,9,39,24,48,14,28,14,40,36,28,35,28,70,42,69,56,0,83,52,16,51,41,56,89,38,17,0,61,19
UA-23,1/1/2022,41,11,62,22,48,25,50,0,41,58,48,26,33,74,38,75,38,39,70,48,23,64,54,44,77,15,0,8,58,37
UA-23,2/1/2022,37,14,56,27,60,26,40,14,30,45,32,23,28,59,39,54,47,16,50,33,19,45,36,39,71,23,0,15,55,0
UA-23,3/1/2022,24,57,46,16,49,23,46,0,62,0,0,16,17,38,33,40,19,60,37,27,6,53,17,19,43,17,0,42,43,0
UA-23,4/1/2022,37,73,19,14,37,9,21,14,30,35,18,21,24,52,32,38,14,48,61,40,26,39,21,19,41,36,8,83,41,0
UA-23,5/1/2022,44,100,41,13,46,56,43,23,68,54,0,25,25,68,25,59,14,41,75,49,16,46,32,39,68,45,9,100,54,0
UA-23,6/1/2022,32,58,44,12,24,18,38,0,46,30,32,29,30,64,26,78,20,26,82,80,32,52,31,0,47,15,0,38,51,0
UA-23,7/1/2022,23,27,39,18,24,9,23,13,20,43,46,29,28,84,50,67,21,0,76,84,38,57,46,30,61,0,8,8,48,24
UA-23,8/1/2022,19,17,24,21,24,16,44,0,33,55,26,35,33,82,35,64,18,13,83,74,31,53,48,23,57,28,22,29,56,0
UA-23,9/1/2022,44,18,41,6,49,24,20,26,46,22,0,28,31,75,25,99,17,58,89,56,27,65,37,18,91,13,0,6,44,0
UA-23,10/1/2022,38,28,43,13,71,28,20,10,46,46,16,27,31,78,27,52,16,28,82,47,13,41,39,69,72,0,0,31,45,0
UA-23,11/1/2022,39,15,30,19,62,30,20,0,39,55,36,28,31,73,16,75,23,0,100,57,20,51,36,47,71,100,19,18,39,0
UA-23,12/1/2022,39,25,27,16,52,14,23,21,45,24,13,35,29,90,16,91,22,100,89,56,26,54,30,44,71,55,13,0,54,28
UA-23,1/1/2023,24,5,36,18,35,15,37,15,47,40,51,25,27,67,21,79,19,38,90,49,31,57,52,17,63,0,12,0,39,0
UA-26,1/1/2012,76,49,25,0,84,0,49,0,42,0,0,13,39,30,9,0,0,0,29,18,46,54,0,0,78,0,45,0,62,0
UA-26,2/1/2012,89,52,52,0,64,0,0,0,31,0,35,10,25,44,0,48,77,0,41,23,100,63,36,0,83,0,0,0,64,0
UA-26,3/1/2012,99,0,26,0,98,0,100,0,53,31,0,9,30,37,0,27,0,52,19,15,63,46,23,0,55,100,47,0,76,88
UA-26,4/1/2012,86,59,58,31,50,0,25,0,84,100,52,10,19,36,0,100,0,99,23,31,29,58,0,100,37,0,74,0,99,0
UA-26,5/1/2012,92,100,100,0,35,100,0,0,57,0,100,14,21,49,9,0,0,0,25,27,66,39,42,0,81,0,87,0,77,0
UA-26,6/1/2012,39,0,0,15,40,0,0,0,0,96,0,7,29,52,9,0,40,86,0,0,36,51,68,0,100,0,67,100,50,0
UA-26,7/1/2012,60,93,0,0,34,0,0,0,0,0,0,6,26,38,0,72,0,75,18,41,57,51,20,0,37,67,35,88,43,0
UA-26,8/1/2012,38,0,61,0,44,0,34,0,31,0,0,10,34,24,7,37,0,91,30,40,49,50,0,0,77,0,74,0,41,0
UA-26,9/1/2012,69,56,43,0,34,89,0,54,100,0,0,12,30,35,0,49,36,0,24,18,68,80,0,0,52,58,43,0,53,0
UA-26,10/1/2012,75,0,29,35,68,100,0,0,27,0,0,10,22,34,0,0,0,0,19,34,34,64,41,0,57,0,54,0,71,71
UA-26,11/1/2012,86,0,63,0,100,0,65,63,54,0,0,11,26,34,0,22,0,52,35,35,48,57,49,0,38,0,23,0,50,0
UA-26,12/1/2012,69,68,0,15,33,0,22,0,0,0,0,18,25,21,0,0,46,0,14,18,66,30,26,0,43,0,80,0,32,0
UA-26,1/1/2013,51,87,19,11,37,0,22,30,12,0,0,12,30,25,4,22,17,0,19,8,37,64,20,0,62,0,80,0,70,0
UA-26,2/1/2013,73,0,31,15,49,0,38,0,22,0,0,9,29,50,6,0,26,37,27,28,39,53,54,0,35,44,72,43,79,0
UA-26,3/1/2013,78,31,75,15,86,0,20,0,21,0,0,11,20,32,10,0,0,22,38,29,27,26,30,45,48,33,25,49,51,0
UA-26,4/1/2013,92,48,60,0,81,0,57,100,38,31,29,8,29,18,0,0,32,37,21,29,65,57,33,40,62,0,0,0,63,0
UA-26,5/1/2013,51,0,51,18,16,67,38,0,55,0,40,10,24,31,5,21,0,62,0,33,30,50,46,36,60,0,100,0,54,0
UA-26,6/1/2013,50,0,47,0,39,40,0,53,0,0,37,10,20,32,0,61,42,31,18,57,41,46,17,0,95,0,30,0,43,54
UA-26,7/1/2013,34,0,49,10,19,0,28,64,14,0,36,6,22,28,7,51,0,40,11,41,45,35,0,0,69,0,40,0,55,71
UA-26,8/1/2013,25,33,18,0,16,0,33,0,0,0,0,8,28,36,8,28,29,0,35,17,68,51,0,0,78,0,0,0,100,0
UA-26,9/1/2013,45,0,22,19,31,0,25,0,37,0,0,13,34,52,0,0,0,0,17,43,36,62,31,33,73,0,47,0,57,0
UA-26,10/1/2013,100,49,54,0,74,0,0,0,34,14,0,11,32,42,3,0,0,41,37,11,43,39,0,0,39,0,18,36,85,0
UA-26,11/1/2013,89,56,65,0,84,0,0,29,76,0,0,12,32,39,3,33,29,0,30,16,17,44,0,0,61,48,32,0,76,0
UA-26,12/1/2013,59,31,0,13,61,82,0,24,0,0,59,16,25,42,3,26,0,45,25,21,20,38,40,55,54,0,25,0,58,0
UA-26,1/1/2014,41,0,20,8,40,0,0,0,0,18,0,10,27,35,2,0,0,23,22,16,48,49,18,32,74,0,20,0,44,0
UA-26,2/1/2014,55,20,18,0,71,0,0,78,0,0,18,8,19,24,0,44,33,45,31,33,39,21,50,26,49,79,56,0,60,0
UA-26,3/1/2014,46,48,74,11,61,60,0,0,24,33,0,8,25,19,0,16,21,0,30,30,13,29,9,0,67,0,16,46,57,0
UA-26,4/1/2014,73,42,47,13,63,0,35,33,36,0,0,12,23,35,6,33,0,67,47,38,63,24,16,0,71,0,33,0,61,100
UA-26,5/1/2014,92,28,30,0,64,0,23,73,0,0,0,14,22,26,0,34,31,0,23,29,27,34,0,0,59,0,28,0,48,0
UA-26,6/1/2014,57,41,77,12,50,0,26,22,41,0,0,13,19,46,0,0,0,30,13,29,45,33,28,0,100,0,22,44,54,0
UA-26,7/1/2014,46,0,33,0,23,0,22,0,0,0,0,6,26,18,5,18,13,36,27,46,40,38,41,0,70,0,31,0,57,0
UA-26,8/1/2014,28,26,40,18,33,0,22,0,68,0,0,6,21,34,9,20,0,49,30,41,60,34,20,63,59,47,32,0,36,0
UA-26,9/1/2014,58,59,39,0,37,0,26,0,11,14,38,12,13,40,0,17,0,58,23,44,33,80,18,0,64,0,60,0,56,0
UA-26,10/1/2014,55,33,44,0,35,0,14,0,0,0,0,12,28,37,0,0,11,0,21,30,23,56,23,34,53,47,23,0,43,0
UA-26,11/1/2014,67,35,50,12,46,38,35,20,15,0,0,13,15,37,0,35,18,61,30,22,20,47,37,0,53,0,23,0,60,0
UA-26,12/1/2014,52,15,14,17,29,0,46,22,32,0,0,15,24,25,0,0,0,0,45,41,29,37,20,0,47,30,32,0,42,0
UA-26,1/1/2015,30,13,25,0,23,0,9,26,26,0,0,10,25,30,8,25,0,94,29,42,56,43,28,29,39,37,28,0,44,0
UA-26,2/1/2015,57,31,56,0,47,0,9,49,0,0,45,7,20,24,2,25,0,31,42,32,35,53,30,0,45,33,33,0,49,0
UA-26,3/1/2015,52,55,36,6,64,19,45,88,25,0,14,10,24,21,9,13,0,0,30,20,51,34,25,14,60,28,29,37,45,0
UA-26,4/1/2015,60,32,52,14,59,0,61,19,11,0,0,11,29,34,6,0,0,0,29,41,35,34,29,0,49,23,44,0,54,0
UA-26,5/1/2015,55,0,44,6,53,0,61,29,20,0,20,16,25,36,4,0,0,59,17,28,32,29,33,0,49,0,0,0,69,0
UA-26,6/1/2015,38,91,44,0,60,0,25,57,20,0,25,6,23,38,3,39,15,49,29,45,39,43,44,49,51,0,0,0,40,0
UA-26,7/1/2015,15,0,23,13,25,0,34,18,16,0,45,7,28,32,4,24,0,28,36,50,16,59,8,0,44,0,26,0,38,0
UA-26,8/1/2015,30,41,61,17,38,0,25,39,20,0,0,8,25,22,9,27,0,28,39,47,31,39,27,0,34,0,46,25,72,0
UA-26,9/1/2015,55,0,22,11,38,77,25,0,45,0,0,13,28,31,5,25,28,50,28,49,22,62,25,63,67,68,28,0,57,0
UA-26,10/1/2015,46,15,45,0,34,0,26,30,12,0,0,10,28,31,0,24,0,48,41,40,40,61,23,0,64,0,0,0,53,0
UA-26,11/1/2015,55,60,32,14,49,54,23,25,8,22,0,10,23,9,6,19,0,13,37,33,37,44,23,13,57,0,32,0,61,0
UA-26,12/1/2015,45,17,53,9,56,0,52,0,12,8,18,15,24,31,4,20,14,41,53,29,33,38,24,0,52,0,13,0,46,0
UA-26,1/1/2016,35,29,81,0,31,24,0,0,30,0,0,10,28,31,4,59,17,0,40,30,34,40,23,0,42,0,15,13,46,27
UA-26,2/1/2016,54,20,29,0,42,0,24,21,18,0,48,9,26,20,3,23,0,23,36,31,21,43,47,0,53,16,0,18,52,0
UA-26,3/1/2016,58,0,34,0,44,0,17,20,10,0,22,9,30,43,0,11,24,32,27,35,28,49,45,0,56,37,0,0,60,42
UA-26,4/1/2016,55,56,50,0,46,0,30,17,31,11,24,9,22,33,5,0,23,18,25,34,18,52,25,0,72,22,15,0,53,0
UA-26,5/1/2016,48,31,11,9,54,0,19,0,26,0,14,16,23,30,12,39,12,24,33,32,24,51,12,27,59,0,30,0,54,0
UA-26,6/1/2016,42,26,25,7,39,0,43,28,16,0,0,13,21,29,0,17,0,24,49,50,20,39,31,0,40,28,0,0,51,34
UA-26,7/1/2016,24,28,20,14,22,33,0,0,10,0,43,8,24,18,7,37,23,35,34,36,39,48,21,0,57,43,12,0,47,0
UA-26,8/1/2016,23,42,30,6,46,40,21,0,20,0,0,8,32,33,4,37,0,0,31,56,17,61,24,0,55,0,0,28,69,32
UA-26,9/1/2016,51,40,10,7,30,0,17,31,30,0,0,14,25,30,0,14,17,27,28,43,35,62,31,0,55,0,18,0,54,0
UA-26,10/1/2016,48,28,39,0,36,0,15,0,21,0,19,13,28,32,4,15,10,17,44,21,26,50,29,0,59,40,0,0,60,41
UA-26,11/1/2016,56,32,38,0,44,0,13,0,37,9,14,10,28,22,0,25,14,21,47,25,17,38,23,0,50,0,0,15,49,39
UA-26,12/1/2016,38,0,19,0,44,0,16,54,10,0,0,18,25,56,3,32,12,31,59,33,49,50,56,13,27,0,0,0,92,0
UA-26,1/1/2017,56,0,30,0,35,0,14,18,23,0,0,17,30,63,4,26,19,66,55,39,65,55,69,0,51,0,18,0,69,27
UA-26,2/1/2017,67,14,26,8,53,0,18,30,6,0,11,10,24,71,5,0,13,15,55,25,49,42,75,0,50,28,10,17,85,0
UA-26,3/1/2017,57,21,19,14,47,0,17,0,22,0,18,10,30,61,5,43,36,28,48,37,55,37,64,0,49,15,0,0,90,0
UA-26,4/1/2017,55,32,24,6,38,37,19,0,9,0,0,14,31,52,4,21,0,36,37,27,45,38,48,0,55,0,0,0,72,47
UA-26,5/1/2017,57,35,12,19,46,24,42,19,20,0,0,15,29,59,8,28,20,0,30,30,52,38,54,0,55,37,12,0,68,0
UA-26,6/1/2017,41,45,9,8,34,0,43,0,8,12,45,13,23,66,6,67,15,27,35,49,65,45,77,0,43,0,0,0,77,0
UA-26,7/1/2017,33,0,0,7,23,0,17,0,9,0,27,8,29,57,9,37,0,0,60,55,35,49,37,0,66,38,0,0,57,0
UA-26,8/1/2017,39,24,0,0,34,0,21,24,18,10,22,13,26,53,5,29,21,23,56,54,58,41,38,0,58,0,0,0,69,0
UA-26,9/1/2017,61,38,0,15,44,0,38,0,20,0,0,17,31,53,0,21,22,13,36,36,46,82,67,14,50,0,8,31,77,46
UA-26,10/1/2017,49,10,23,6,56,0,47,12,25,0,49,16,28,60,4,35,23,38,66,47,41,43,52,0,42,0,10,0,72,33
UA-26,11/1/2017,54,22,12,0,53,0,17,19,0,0,12,15,23,67,6,39,25,20,34,30,41,47,65,15,46,0,9,0,78,35
UA-26,12/1/2017,49,30,34,8,62,0,35,33,21,8,0,23,25,64,6,28,44,36,58,36,47,46,48,0,34,16,15,33,88,0
UA-26,1/1/2018,46,16,35,0,18,0,23,0,38,0,0,20,32,66,7,21,37,24,65,43,34,47,77,0,44,22,8,0,77,16
UA-26,2/1/2018,54,24,14,14,49,0,18,0,26,0,24,15,32,75,6,13,44,75,51,31,52,41,70,15,34,0,7,17,80,31
UA-26,3/1/2018,47,21,10,16,52,24,6,0,19,10,14,12,28,68,7,33,53,31,59,39,43,51,62,16,40,0,0,0,90,0
UA-26,4/1/2018,56,31,25,15,42,0,21,0,7,17,17,17,28,70,3,32,44,0,46,47,41,53,54,0,46,23,0,0,64,0
UA-26,5/1/2018,48,18,22,22,51,29,20,0,32,0,22,26,26,53,2,0,95,0,42,36,40,33,40,21,93,15,13,0,78,22
